id,level,word,meaning_en,full_entry,article,pos,plural,forms,examples,page
b1_2047,B1,der Mut,the courage,der Mut,der,noun,,,"Man braucht viel Mut, um in einem fremden Land ganz neu anzufangen.",65
b1_2048,B1,mutig,brave,mutig,,adjective,,,"Es war sehr mutig von dir, deine Meinung laut zu sagen.",65
b1_2049,B1,"die Mutter, ¨-",the mother-,"die Mutter, ¨- 1.",die,noun,¨- 1.,,Meine Mutter heißt Klara. || Dieser Raum ist für Mütter mit kleinen Kindern reserviert.,65
b1_2050,B1,nach,after,nach 1.,,preposition,,,Ich fahre morgen nach Hamburg. || Ich muss jetzt nach Hause. || Wir treffen uns nach dem Essen. || Es ist schon nach acht. || Wir müssen uns beeilen.,65
b1_2051,B1,"der Nachbar, -n","the neighbor, -n","der Nachbar, -n",der,noun,-n,,Meine neue Nachbarin ist sehr nett.,65
b1_2052,B1,"die Nachbarin, nen","the neighbor, no","die Nachbarin, nen",die,noun,nen,,,65
b1_2053,B1,nachdem,after,nachdem,,word,,,"Nachdem wir gegessen hatten, sind wir spazieren gegangen.",65
b1_2054,B1,"nachdenken, denkt nach,","think, think","nachdenken, denkt nach,",,word,,,"Ich weiß nicht, was ich machen soll. || Ich",65
b1_2055,B1,"dachte nach,","dachte nach,","dachte nach,",,word,,hat nachgedacht,muss nachdenken.,65
b1_2056,B1,"die Nachfrage, -n","the demand, -n","die Nachfrage, -n",die,noun,-n,,Die Nachfrage für dieses Produkt ist groß.,65
b1_2057,B1,nachher,afterward,nachher,,word,,,Ich rufe nachher nochmal an.,65
b1_2058,B1,"die Nachhilfe, -n","the tutoring, -n","die Nachhilfe, -n",die,noun,-n,,Der Schüler braucht Nachhilfe in Mathematik.,65
b1_2059,B1,"die Nachricht, -en",the news,"die Nachricht, -en 1.",die,noun,-en 1.,,Ich habe eine gute Nachricht für Sie. || Sie haben die Prüfung bestanden. || Ich habe im Radio die Nachrichten gehört. || Im Moment bin ich nicht zu Hause. || Aber Sie können eine Nachricht hinter- lassen.,65
b1_2060,B1,"nachschlagen, schlägt","look up, suggests","nachschlagen, schlägt",,word,,,Ich kenne das Wort nicht. || Das musst,65
b1_2061,B1,"nach, schlug nach,","looked up, looked up","nach, schlug nach,",,preposition,,hat nachgeschlagen,du im Wörterbuch nachschlagen.,65
b1_2062,B1,"die Nachspeise, -n","the dessert, -n","die Nachspeise, -n",die,noun,-n,,Nach dem Essen gab es noch eine,65
b1_2063,B1,"(D, A) → Dessert","(D, A) → Dessert","(D, A) → Dessert",,other,,,leckere Nachspeise,65
b1_2064,B1,nächst-,nächst-,nächst- 1.,,word,,,Wo ist hier die nächste Apotheke? || Rufen Sie bitte nächste Woche noch einmal an. || Wann fährt der nächste Zug nach Frankfurt? || Wer ist der Nächste bitte?,65
b1_2065,B1,"der Nachteil, -e","the disadvantage, -e","der Nachteil, -e",der,noun,-e,,Einen Nachteil hat die Wohnung. || Sie liegt nicht zentral.,65
b1_2066,B1,der Nachwuchs,der Nachwuchs,der Nachwuchs 1.,der,noun,,,Der Nachwuchs bei Forschern soll gefördert werden. || Die Katze hat Nachwuchs bekommen.,65
b1_2067,B1,"die Nadel, -n","the needle, -n","die Nadel, -n",die,noun,-n,,Hast du eine Nadel für mich? || Ich muss einen Knopf annähen.,65
b1_2068,B1,"der Nagel, ¨-","the nail, ¨-","der Nagel, ¨- 1.",der,noun,¨- 1.,,Kannst du mir den Nagel in die Wand schlagen? || Ich muss mir die Fingernägel schneiden.,65
b1_2069,B1,nah(e),vicinity),nah(e),,word,,,"Wie weit ist es zum Bahnhof? || – Das ist ganz nah, nur zwei Minuten von hier.",65
b1_2070,B1,die Nähe,the nearness,die Nähe,die,noun,,,Die Post ist ganz in der Nähe vom Bahnhof.,65
b1_2071,B1,"nähen, näht, nähte, hat","sew, sews, stitches, has","nähen, näht, nähte, hat 1.",,word,,,Meine Mutter näht ihre Kleider selbst.,65
b1_2072,B1,genäht,sewn,genäht 2.,,word,,,Wir müssen die Wunde nähen.,65
b1_2073,B1,sich nähern,approach,"sich nähern, nähert sich,",,verb,,"nähert sich,",Er nähert sich dem Unfallort ganz,65
b1_2074,B1,"näherte sich,",approached,"näherte sich,",,word,,hat sich genähert,langsam.,65
b1_2075,B1,"das Nahrungsmittel, -","the food, -","das Nahrungsmittel, -",das,noun,-,,In diesen Ländern fehlen vor allem Nahrungsmittel.,66
b1_2076,B1,"der Name, -n","the name, -n","der Name, -n 1.",der,noun,-n 1.,,Wie ist Ihr Name? || An den Namen kann ich mich nicht mehr erinnern.,66
b1_2077,B1,"der Familienname, -n","the family name, -n","der Familienname, -n",der,noun,-n,,Ludin ist mein Familienname.,66
b1_2078,B1,"der Vorname, -n","the first name, -n","der Vorname, -n",der,noun,-n,,Mein Vorname ist Thomas.,66
b1_2079,B1,nämlich,namely,nämlich,,adjective,,,Ich muss leider gehen. || Ich habe näm- lich noch einen Termin beim Zahnarzt.,66
b1_2080,B1,"die Nase, -n","the nose, -n","die Nase, -n",die,noun,-n,,Haben Sie Nasentropfen? || Ich bin stark erkältet.,66
b1_2081,B1,nass,wet,nass 1.,,word,,,Es hat schrecklich geregnet. || Ich bin ganz nass geworden. || Geh nicht mit den nassen Schuhen ins Wohnzimmer.,66
b1_2082,B1,national/national-,national/national-,national/national- 1.,,word,,,Das ist ein nationaler Wettbewerb. || Die Nationalmannschaft ist ziemlich stark.,66
b1_2083,B1,die Natur,the nature,die Natur,die,noun,,,Ich bin gern draußen in der Natur.,66
b1_2084,B1,natürlich,naturally,natürlich 1.,,adjective,,,Natürlich helfen wir dir. || Kommst du auch wirklich zu meiner Party? || – Natürlich.,66
b1_2085,B1,"der Nebel, -","the fog, -","der Nebel, - 1.",der,noun,- 1.,,Wegen Nebels konnten wir gestern nicht in Frankfurt landen. || Fahren Sie bei Nebel besonders vorsichtig!,66
b1_2086,B1,neblig,foggy,neblig,,adjective,,,Fahr vorsichtig! || Es ist neblig.,66
b1_2087,B1,neben,neben,neben 1.,,preposition,,,Neben mir ist noch ein Platz frei. || Darf ich mich neben dich setzen? || Die Apotheke ist gleich links neben der Post.,66
b1_2088,B1,nebenan,next door,nebenan,,word,,,"Das ist José, er wohnt nebenan.",66
b1_2089,B1,nebenbei,alongside,nebenbei 1.,,word,,,Mein Freund studiert Geschichte. || Und nebenbei arbeitet er in einer Kneipe. || Ich mache die Hausarbeit und neben- bei höre ich Radio.,66
b1_2090,B1,"der Neffe, -n","the nephew, -n","der Neffe, -n",der,noun,-n,,Meine Schwester hat zwei Kinder. || Meine Neffen sind drei und fünf Jahre alt.,66
b1_2091,B1,negativ,negativ,negativ,,word,,,Du solltest nicht alles negativ sehen.,66
b1_2092,B1,"nehmen, nimmt, nahm,","take, takes, took","nehmen, nimmt, nahm, 1.",,word,,hat genommen,Was möchten Sie? || – Ich nehme einen || Salat. || Nehmen Sie die Tabletten vor dem Essen! || Wer hat die Flasche aus dem Kühlschrank genommen? || Sollen wir ein Taxi nehmen? || In diesem Jahr kann ich meinen Urlaub erst im Oktober nehmen.,66
b1_2093,B1,nein,no,nein 1.,,word,,,"Noch ein Bier? || – Nein, danke. || Kommst du auch mit nach München? || – Nein, ich habe keine Zeit.",66
b1_2094,B1,"nennen, nennt, nannte,","call, calls, called","nennen, nennt, nannte, 1.",,word,,hat genannt,"Mein Freund heißt Alexander, aber alle || nennen ihn Alex. || Wie nennt man dieses Gerät?",66
b1_2095,B1,"der Nerv, -en","the nerve, -en","der Nerv, -en 1.",der,noun,-en 1.,,Er leidet an einer Nervenkrankheit. || Mach bitte das Radio aus. || Die Musik geht mir auf die Nerven.,66
b1_2096,B1,nervös,nervous,nervös 1.,,word,,,Das Warten macht mich ganz nervös. || Bei Prüfungen bin ich immer sehr nervös.,66
b1_2097,B1,nett,nice,nett 1.,,word,,,Die Leute sind hier sehr nett. || Ich habe viele nette Kollegen. || Vielen Dank! || Das ist sehr nett von Ihnen. || Die Nachbarn waren sehr nett zu uns.,66
b1_2098,B1,"das Netz, -e","the network, -e","das Netz, -e 1.",das,noun,-e 1.,,Bitte bring ein Netz Orangen. || Der Ball berührte das Netz. || Seid ihr schon ans Netz ange- schlossen?,66
b1_2099,B1,"das Netzwerk, -e","the network, -e","das Netzwerk, -e 1.",das,noun,-e 1.,,Soziale Netzwerke sind wichtig. || Das Telefonnetzwerk wird ständig erweitert.,66
b1_2100,B1,neu,new,neu 1.,,word,,,Mein Wagen ist noch ganz neu. || Wir haben eine neue Wohnung. || Man darf hier nicht mehr rauchen? || Das ist mir ganz neu.,66
b1_2101,B1,"die Neuigkeit, -en","the news, -en","die Neuigkeit, -en",die,noun,-en,,In dieser Sache gibt es keine Neuigkeiten.,66
b1_2102,B1,neugierig,curious,neugierig,,adjective,,,Die Nachbarn sind ziemlich neugierig.,66
b1_2103,B1,neulich,recently,neulich,,adjective,,,Ich war neulich bei der Bank und habe einen alten Freund getroffen.,66
b1_2104,B1,nicht,not,nicht 1.,,word,,,"Zigarette? || - Danke, ich rauche nicht. || Wie geht es dir? || – Nicht so gut. || Das Essen in der Kantine ist gar nicht schlecht. || Du kommst immer zu spät! || - Das stimmt nicht.",66
b1_2105,B1,"die Nichte, -n","the niece, -n","die Nichte, -n",die,noun,-n,,Die Tasche ist ein Geschenk von meiner Nichte.,66
b1_2106,B1,"der Nichtraucher, -","the non-smoker, -","der Nichtraucher, - 1.",der,noun,- 1.,,In unserer Familie sind alle,66
b1_2107,B1,"die Nichtraucherin, -nen","the non-smoker, -nen","die Nichtraucherin, -nen",die,noun,-nen,,Nichtraucher. || Möchten Sie einen Tisch im Nichtraucherbereich?,66
b1_2108,B1,nichts,nothing,nichts 1.,,word,,,Ich habe noch nichts gegessen. || Ich weiß auch nichts Genaues. || Ich habe nichts zum Schreiben dabei. || Entschuldigung! || – Das macht nichts.,67
b1_2109,B1,nie,never,nie 1.,,adverb,,,Der Chef ist nie da. || Warum bist du nie zufrieden? || Bis morgen Abend schaffe ich die Arbeit nie. || Ich gehe nie wieder in dieses Restau- rant.,67
b1_2110,B1,niedrig,low,niedrig 1.,,adjective,,,Die Räume hier sind mir zu niedrig. || Für die Jahreszeit sind die Temperaturen zu niedrig. || Die Firma zahlt sehr niedrige Löhne.,67
b1_2111,B1,niemand,no one,niemand,,word,,,Ich habe geklingelt. || Aber es war niemand zu Hause.,67
b1_2112,B1,nirgends,nowhere,nirgends 1.,,word,,,Ich kann die Quittung nirgends finden. || Hier kann man nirgends parken.,67
b1_2113,B1,nirgendwo,nowhere,nirgendwo,,word,,,Die Schlüssel kann ich nirgendwo finden.,67
b1_2114,B1,noch,still,noch 1.,,word,,,"Mein Bruder geht noch zur Schule. || Bist du fertig. || – Nein, noch nicht ganz. || Haben Sie noch einen Wunsch? || – Ja, bitte noch ein Bier. || Sonst noch etwas? || – Nein, danke. || Ich komme später. || Ich muss erst noch einkaufen. || Meine Freundin studiert, und abends arbeitet sie noch als Kellnerin. || Es ist nicht mehr viel Zeit. || Nur noch fünf Minuten. || Ich habe nur noch 20 Euro. || Ist das Essen schon fertig. || – Nein, es dauert noch ein paar Minuten.",67
b1_2115,B1,10.Ist,10.Is,10.Ist,,other,,,Amadeo schon da? || – Vielleicht kommt er noch.,67
b1_2116,B1,noch mal,again,noch mal 1.,,word,,,Vielen Dank nochmal. || Bitte sagen Sie das nochmal.,67
b1_2117,B1,nochmals,again,nochmals,,word,,,Nochmals vielen Dank!,67
b1_2118,B1,normal,normal,normal,,word,,,Fehler zu machen ist doch ganz normal.,67
b1_2119,B1,normalerweise,normally,normalerweise,,word,,,Wann haben Sie normalerweise Pause?,67
b1_2120,B1,Not-,emergency,Not-,,noun,,,,67
b1_2121,B1,"die Notaufnahme, -n","the emergency room, -n","die Notaufnahme, -n",die,noun,-n,,Die Notaufnahme ist gleich hier links.,67
b1_2122,B1,"der Notausgang, ¨-e","the emergency exit, ¨-e","der Notausgang, ¨-e",der,noun,¨-e,,Der Notausgang ist gleich hier bei der Treppe.,67
b1_2123,B1,"der Notfall, ¨-e1.","the emergency, ¨-e1.","der Notfall, ¨-e1.",der,noun,¨-e1.,,Wir haben einen Notfall. || Bitte schicken Sie einen Krankenwagen. || Im Notfall rufen Sie bitte diese Nummer an.,67
b1_2124,B1,der Notruf,the emergency call,der Notruf,der,noun,,,Der Notruf hat die Nummer 110.,67
b1_2125,B1,"die Note, -n","the grade, -n","die Note, -n 1.",die,noun,-n 1.,,Eva hat immer sehr gute Noten in Mathematik. || Meine Kinder lernen im Musikunterricht gerade Noten lesen.,67
b1_2126,B1,notieren,note down,notieren,,verb,,,Ich habe mir den Termin notiert.,67
b1_2127,B1,nötig,necessary,nötig 1.,,adjective,,,"Wenn es nötig ist, nehmen Sie noch eine Tablette. || Kann ich Ihnen helfen? || – Danke, nicht nötig.",67
b1_2128,B1,"die Notiz, -en","the note, -en","die Notiz, -en 1.",die,noun,-en 1.,,Ich habe Ihnen eine Notiz geschrieben. || Hast du einen Notizzettel für mich?,67
b1_2129,B1,notwendig,necessary,notwendig,,adjective,,,"Muss ich nochmal wiederkommen? || – Nein, das ist nicht notwendig.",67
b1_2130,B1,"die Nudel, -n","the noodle, -n","die Nudel, -n",die,noun,-n,,Möchten Sie Nudeln oder Reis? || – Lieber Nudeln.,67
b1_2131,B1,"die Nummer, -n","the number, -n","die Nummer, -n 1.",die,noun,-n 1.,,Ich habe mich in der Hausnummer geirrt. || Ich habe die falsche Nummer gewählt. || Der Wagen hatte eine Münchner Nummer. || Sie haben Zimmer Nummer zwölf. || Bitte geben Sie mir Ihre Kontonummer. || Haben Sie die Bluse eine Nummer kleiner?,67
b1_2132,B1,nun,so,nun 1.,,word,,,"Schade, dass du arbeiten musst. || – Das ist nun mal so. || Was ist jetzt? || Kommst du nun endlich?",67
b1_2133,B1,nur,only,nur 1.,,word,,,Im Kaufhaus gibt‘s T-Shirts für nur fünf Euro. || Ich habe keinen Hunger. || Ich möchte nur etwas trinken. || Ich habe nur heute Abend Zeit. || Kannst du mir Geld leihen? || Tut mir leid. || Ich habe nur fünf Euro dabei.,67
b1_2134,B1,"nutzen, nutzt, nutzte,","use, uses, used","nutzen, nutzt, nutzte,",,word,,hat genutzt,Ich möchte das schöne Wetter nutzen || und spazieren gehen.,67
b1_2135,B1,"nützen, nützt, nützte,","use, use, benefit","nützen, nützt, nützte,",,word,,hat genützt,Ich habe jeden Tag eine Tablette || genommen. || Aber es hat nichts genützt.,67
b1_2136,B1,nützlich,useful,nützlich,,adjective,,,Danke für den Tipp. || Das war sehr nützlich.,67
b1_2137,B1,ob,whether,ob,,conjunction,,,"Ich weiß noch nicht, ob ich kommen kann.",68
b1_2138,B1,oben,above,oben 1.,,word,,,Wir wohnen oben im || Stock. || Die Butter liegt im Kühlschrank ganz oben.,68
b1_2139,B1,ober-,upper,ober-,,word,,,Die Wohnung im oberen Stockwerk ist vermietet.,68
b1_2140,B1,"→ der Ober, - (D, A)","→ the waiter, - (D, A)","→ der Ober, - (D, A)",,other,,,Ich bin Ober von Beruf.,68
b1_2141,B1,Kellner;,Waiter;,Kellner;,,noun,,,,68
b1_2142,B1,CH: Serviceangestellter,CH: Service employee,CH: Serviceangestellter,,noun,,,,68
b1_2143,B1,das/der (Schlag-)Obers (A),the (whipped) cream (A),das/der (Schlag-)Obers (A),,word,,,Ich hätte gern ein Stück Torte mit,68
b1_2144,B1,→D: (Schlag-)Sahne; CH:,→D: (whipped) cream; CH:,→D: (Schlag-)Sahne; CH:,,other,,,(Schlag-)Obers.,68
b1_2145,B1,(Schlag-)Rahm,(whipped) cream,(Schlag-)Rahm,,other,,,,68
b1_2146,B1,"→CH: das Obst (D, A)","→CH: the fruit (D, A)","→CH: das Obst (D, A)",,other,,,Obst kaufe ich am liebsten auf dem,68
b1_2147,B1,Früchte,fruit,Früchte,,noun,,,Markt.,68
b1_2148,B1,obwohl,although,obwohl,,conjunction,,,"Obwohl meine Kollegin krank ist, geht sie arbeiten.",68
b1_2149,B1,oder,or,oder 1.,,conjunction,,,Möchten Sie Kaffee oder Tee? || Entweder wir fahren mit dem Bus oder wir gehen zu Fuß.,68
b1_2150,B1,"der (Back-)Ofen, ¨- (D, CH)","the (baking) oven, ¨- (D, CH)","der (Back-)Ofen, ¨- (D, CH)",der,noun,,,Ich habe gerade eine Pizza gemacht.,68
b1_2151,B1,→A: (Back-)Rohr,→A: (baking) pipe,→A: (Back-)Rohr,,other,,,Sie ist ganz frisch aus dem Ofen.,68
b1_2152,B1,offen,open,offen 1.,,word,,,"Komm rein. || Die Haustür ist offen. (A) (D: auf) || Ich glaube, der Supermarkt ist jetzt noch offen. || Im Sommer schlafe ich immer bei offenem Fenster. || Ich habe mit meinem Kollegen ganz offen über mein Problem gesprochen. || Einzelne Fragen sind noch offen.",68
b1_2153,B1,1. öffentlich,1. public,1. öffentlich,,other,,,In der Stadt fahre ich immer mit öffentlichen Verkehrsmitteln. || In öffentlichen Gebäuden darf man nicht rauchen.,68
b1_2154,B1,Öffentlichkeit1. die,Public1. the,Öffentlichkeit1. die,,noun,,,Von solchen Dingen erfährt die Öffentlichkeit nur selten. || Ich möchte in der Öffentlichkeit nicht streiten.,68
b1_2155,B1,"veröffentlichen, veröf-","publish, publish","veröffentlichen, veröf-",,word,,,Das Buch wurde gestern veröffentlicht.,68
b1_2156,B1,"fentlicht, veröffentlichte,","publicized, published","fentlicht, veröffentlichte,",,word,,hat veröffentlicht,,68
b1_2157,B1,offenbar,apparently,offenbar,,adjective,,,Das Restaurant ist heute offenbar geschlossen.,68
b1_2158,B1,offiziell,officially,offiziell,,word,,,Sie bekommen von uns eine offizielle Einladung.,68
b1_2159,B1,"öffnen, öffnet, öffnete,","open, opens, opened","öffnen, öffnet, öffnete, 1.",,word,,hat geöffnet,Wann öffnen die Geschäfte? || Kannst du bitte das Fenster öffnen? || Kannst Du mir helfen? || Ich kann die Dose nicht öffnen. || Du öffnest die Datei mit einem Doppelklick. || Der Laden ist samstags bis 16 Uhr geöffnet.,68
b1_2160,B1,oft/öfter,often/more often,oft/öfter 1.,,word,,,Ich treffe mich oft mit meiner Freundin. || In letzter Zeit muss ich öfter Überstunden machen.,68
b1_2161,B1,ohne,without,ohne 1.,,preposition,,,"Bitte eine Pizza ohne Zwiebeln. || Ohne Auto ist es schwer, zur Arbeit zu kommen. || Mein Sohn ist einfach mit dem Auto weggefahren, ohne mich zu fragen. || In diesem Haus kann man nichts machen, ohne dass die Nachbarn darüber reden.",68
b1_2162,B1,"das Ohr, -en","das Ohr, -en","das Ohr, -en 1.",das,noun,-en 1.,,Ich habe Ohrenschmerzen. || Das Baby hat aber kleine Ohren!,68
b1_2163,B1,Öko- (ökologisch),eco- (ecological),Öko- (ökologisch),,noun,,,"z.B. || Ökoladen, Ökostrom, ökologischer Anbau",68
b1_2164,B1,"das Öl, -e","the oil, -e","das Öl, -e 1.",das,noun,-e 1.,,Es fehlt Öl am Salat. || Wir heizen mit Öl. || Können Sie bei meinem Auto bitte das Öl kontrollieren?,68
b1_2165,B1,"die Oma, -s","die Oma, -s","die Oma, -s",die,noun,-s,,Meine Oma ist achtzig Jahre alt geworden.,68
b1_2166,B1,"der Onkel, -","the uncle, -","der Onkel, -",der,noun,-,,Nächste Woche fahre ich zu meinem Onkel nach Berlin.,68
b1_2167,B1,"der Opa, -s","the grandfather, -s","der Opa, -s",der,noun,-s,,Mein Opa heißt Hans.,68
b1_2168,B1,"die Oper, -n","the opera, -n","die Oper, -n 1.",die,noun,-n 1.,,Ich mag Opern. || Warst du schon mal in der Oper?,68
b1_2169,B1,"operieren, operiert,","operate, operate","operieren, operiert,",,word,,,Wir müssen das Knie sofort operieren.,68
b1_2170,B1,"operierte, hat operiert","operated, has operated","operierte, hat operiert",,word,,,,68
b1_2171,B1,"die Operation, -en","the operation, -en","die Operation, -en",die,noun,-en,,Seit der Operation kann ich mein Knie nicht mehr bewegen.,68
b1_2172,B1,"das Opfer, -","the victim, -","das Opfer, -",das,noun,-,,Bei der Schiffskatastrophe gab es viele Opfer.,68
b1_2173,B1,optimistisch,optimistic,optimistisch,,adjective,,,"Glaubst du, dass du den Job bekommst. || – Ja, ich bin ganz optimistisch.",68
b1_2174,B1,"die Orange, -n","the orange, -n","die Orange, -n",die,noun,-n,,Ich esse gern Orangen.,68
b1_2175,B1,"das Orchester, -","the orchestra, -","das Orchester, -",das,noun,-,,Auf unserer Hochzeit hat ein kleines Orchester gespielt.,68
b1_2176,B1,ordentlich,orderly,ordentlich 1.,,adjective,,,Mein Bruder ist ein sehr ordentlicher Mensch. || Auf seinem Schreibtisch sieht es immer sehr ordentlich aus.,69
b1_2177,B1,"die Ordination, -en (A) →","the ordination, -en (A) →","die Ordination, -en (A) →",die,noun,-en (A) →,,Die Ordination bleibt bis zum || Jänner,69
b1_2178,B1,Praxis,Practice,Praxis,,noun,,,geschlossen.,69
b1_2179,B1,"die Ordination, -en (A) →","the ordination, -en (A) →","die Ordination, -en (A) →",die,noun,-en (A) →,,Frau Dr. || Berger hat von 8 bis 12 Uhr,69
b1_2180,B1,Sprechstunde,Consultation hours,Sprechstunde,,noun,,,Ordination.,69
b1_2181,B1,"ordnen, ordnet, ordnete,","arrange, arrange, arrange","ordnen, ordnet, ordnete,",,word,,hat geordnet,Letztes Wochenende habe ich meine || Papiere geordnet.,69
b1_2182,B1,"der Ordner, -","the folder, -","der Ordner, -",der,noun,-,,Für meine Übungen im Deutschkurs habe ich mir einen Ordner gekauft.,69
b1_2183,B1,die Ordnung1.,the order1.,die Ordnung1.,die,noun,,,Mach mal etwas Ordnung in deinem Zimmer! || Bitte beachten Sie die Hausordnung. || Mit dem Motor ist etwas nicht in Ordnung.,69
b1_2184,B1,"organisieren, organisiert,","organize, organized","organisieren, organisiert,",,word,,,Für den nächsten Sommerurlaub habe,69
b1_2185,B1,"organisierte,",organized,"organisierte,",,word,,hat organisiert,ich schon alles organisiert.,69
b1_2186,B1,"die Organisation, -en1.","the organization, -en1.","die Organisation, -en1.",die,noun,-en1.,,Die Organisation des Festes war sehr gut. || Sind Sie Mitglied in einer Organisation?,69
b1_2187,B1,"das Original, -e","the original, -e","das Original, -e",das,noun,-e,,Das Original ist für Sie. || Wir bekommen die Kopie.,69
b1_2188,B1,original,original,original,,word,,,Ich muss das originale Dokument abgeben.,69
b1_2189,B1,"der Ort, -e","der Ort, -e","der Ort, -e",der,noun,-e,,Vergessen Sie Ort und Datum nicht.,69
b1_2190,B1,"der Vorort, -e","the suburb, -e","der Vorort, -e",der,noun,-e,,Mein Bruder wohnt in einem Vorort von Hamburg.,69
b1_2191,B1,"der Wohnort, -e","the place of residence, -e","der Wohnort, -e",der,noun,-e,,Tragen Sie bitte auch Ihren Wohnort ein.,69
b1_2192,B1,"der Ozean, -e","the ocean, -e","der Ozean, -e",der,noun,-e,,Dieses Schiff fährt über den Atlantis- chen Ozean.,69
b1_2193,B1,(ein) paar,(a couple,(ein) paar 1.,,word,,,Ich komme gleich. || Es dauert nur ein paar Minuten. || Wir fahren mit ein paar Freunden in Urlaub.,69
b1_2194,B1,"das Paar, -e","the couple, -e","das Paar, -e 1.",das,noun,-e 1.,,Ina und Pedro sind ein Paar. || Gestern habe ich mir ein Paar neue Schuhe gekauft.,69
b1_2195,B1,"packen, packt, packte,","pack, pack, packed","packen, packt, packte,",,word,,hat gepackt,Ich muss noch meinen Koffer packen.,69
b1_2196,B1,"das Paket, -e","the package, -e","das Paket, -e",das,noun,-e,,Hast du das Paket zur Post gebracht?,69
b1_2197,B1,"die Panne, -n","the breakdown, -n","die Panne, -n 1.",die,noun,-n 1.,,"Kurz vor München hatten wir eine Panne mit dem Auto. || Die Reise war schlecht organisiert, es gab mehrere Pannen.",69
b1_2198,B1,"das Papier, -e","the paper, -e","das Papier, -e 1.",das,noun,-e 1.,,Hast du ein Blatt Papier für mich? || Bitte bringen Sie zu dem Termin alle Papiere mit.,69
b1_2199,B1,"→To- der Paradeiser, - (A)","→To- the tomato, - (A)","→To- der Paradeiser, - (A)",,other,,,Kauf bitte noch Paradeiser auf dem,69
b1_2200,B1,mate,mate,mate,,word,,,Markt.,69
b1_2201,B1,parallel,parallel,parallel,,word,,,Die Goethestraße ist parallel zur Hauptstraße.,69
b1_2202,B1,"das Parfüm, -s","the perfume, -s","das Parfüm, -s",das,noun,-s,,Zum Geburtstag habe ich von meinem Mann ein Parfüm bekommen.,69
b1_2203,B1,"der Park, -s","the park, -s","der Park, -s",der,noun,-s,,Ich gehe gern im Park spazieren.,69
b1_2204,B1,"parken, parkt, parkte, hat","park, park, parked, has","parken, parkt, parkte, hat 1.",,word,,,Hier dürfen Sie nicht parken.,69
b1_2205,B1,"→CH: geparkt (D, A)","→CH: parked (D, A)","→CH: geparkt (D, A) 2.",,other,,,Hier ist das Parken verboten.,69
b1_2206,B1,parkieren,park,parkieren,,verb,,,,69
b1_2207,B1,"parkieren, parkiert,","park, parked","parkieren, parkiert, 1.",,word,,,Hier dürfen Sie nicht parkieren.,69
b1_2208,B1,"parkierte, hat parkiert","parked, parked","parkierte, hat parkiert 2.",,word,,,Hier ist das Parkieren verboten.,69
b1_2209,B1,→D,→D,"→D, (CH) A: parken",,verb,,(CH) A: parken,,69
b1_2210,B1,"der Partner, -","the partner, -","der Partner, - 1.",der,noun,- 1.,,Wir haben das Geschäft zusammen.,69
b1_2211,B1,"die Partnerin, -nen","the partner, -nen","die Partnerin, -nen",die,noun,-nen,,Wir sind Partner. || Beide Partner kümmern sich um die Kinder. || Herr Aydin ist mein Geschäftspartner.,69
b1_2212,B1,"die Party, -s","the party, -s","die Party, -s",die,noun,-s,,Letzte Woche war ich auf einer Geburtstagsparty.,69
b1_2213,B1,"der Pass, ¨-e","the passport, ¨-e","der Pass, ¨-e 1.",der,noun,¨-e 1.,,Ich muss meinen Pass verlängern lassen. || Im Hotel brauchst du bei der Anmeldung deinen Pass.,69
b1_2214,B1,"der Passagier, -e","the passenger, -e","der Passagier, -e",der,noun,-e,,Die Passagiere Schulz und Kaufmann,69
b1_2215,B1,"die Passagierin, -nen","the passenger, -nen","die Passagierin, -nen",die,noun,-nen,,sollen bitte zur Information kommen.,69
b1_2216,B1,"passen, passt, passte,","fit, fit, fit","passen, passt, passte, 1.",,word,,hat gepasst,Der Pullover passt mir nicht mehr. || Wann soll ich kommen? || Passt es Ihnen morgen Abend? || Passt das T-Shirt zu diesem Rock?,69
b1_2217,B1,"passieren, passiert,","happen, happens","passieren, passiert, 1.",,word,,,Entschuldigung! || – Kein Problem. || Es ist,69
b1_2218,B1,"passierte, ist passiert","happened, happened","passierte, ist passiert",,word,,,nichts passiert. || Wie ist der Unfall passiert? || Man hat mir die Brieftasche gestohlen. || – Das ist mir auch schon passiert.,69
b1_2219,B1,passiv,passive,passiv,,word,,,"Man sollte im Kurs nicht passiv sein, sondern mitdiskutieren.",69
b1_2220,B1,"der Patient, -en","the patient, -en","der Patient, -en",der,noun,-en,,Ich bin Patientin bei Dr. || Hausner. || Ich,70
b1_2221,B1,"die Patientin, -nen","the patient, -nen","die Patientin, -nen",die,noun,-nen,,möchte bitte einen Termin.,70
b1_2222,B1,pauschal,lump sum,pauschal,,word,,,Sie haben die Reise pauschal gebucht.,70
b1_2223,B1,"die Pause, -n","the break, -n","die Pause, -n",die,noun,-n,,Wir machen zehn Minuten Pause.,70
b1_2224,B1,das Pech,the bad luck,das Pech 1.,das,noun,,,Es regnet. || Unser Picknick fällt leider aus. || – So ein Pech! || Wir hatten im Urlaub Pech mit dem Wetter.,70
b1_2225,B1,peinlich,awkward,peinlich 1.,,adjective,,,Das muss dir nicht peinlich sein. || Das war eine peinliche Situation.,70
